chr	res	node	FDR	emp.pval
chr1	5kb	5kb_9_36_234460000_234545000	0.01	0.000019999800002
chr1	5kb	5kb_4_6_234500000_234545000	0.01	0.000039999600004
chr1	5kb	5kb_2_1_205260000_205265000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_204265000_204280000	0.01	0.0000799992000079999
chr1	5kb	5kb_2_1_204275000_204280000	0.01	0.000019999800002
chr1	5kb	5kb_4_6_205675000_205690000	0.01	0.00000999990000099999
chr1	5kb	5kb_9_36_206860000_206900000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_206880000_206900000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_206860000_206875000	0.01	0.0000999990000099999
chr1	5kb	5kb_2_1_206860000_206865000	0.01	0.000019999800002
chr1	5kb	5kb_7_21_203585000_203620000	0.01	0.00000999990000099999
chr1	5kb	5kb_8_28_161190000_161275000	0.01	0.00039999600004
chr1	5kb	5kb_5_10_161190000_161275000	0.01	0.000119998800012
chr1	5kb	5kb_2_1_161190000_161275000	0.01	0.0000599994000059999
chr1	5kb	5kb_6_15_54925000_54950000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_54940000_54950000	0.01	0.00000999990000099999
chr1	5kb	5kb_22_231_62600000_62885000	0.01	0.000019999800002
chr1	5kb	5kb_16_120_62600000_62675000	0.01	0.00000999990000099999
chr1	5kb	5kb_8_28_62640000_62675000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_62665000_62675000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_62665000_62670000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_43815000_43830000	0.01	0.000039999600004
chr1	5kb	5kb_14_91_43390000_43555000	0.01	0.00000999990000099999
chr1	5kb	5kb_9_36_43390000_43530000	0.01	0.00000999990000099999
chr1	5kb	5kb_6_15_43390000_43415000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_43390000_43400000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_43405000_43415000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_43405000_43410000	0.01	0.00000999990000099999
chr1	5kb	5kb_15_105_43130000_43200000	0.01	0.001979980200198
chr1	5kb	5kb_6_15_43130000_43155000	0.01	0.000519994800051999
chr1	5kb	5kb_3_3_43145000_43155000	0.01	0.00000999990000099999
chr1	5kb	5kb_12_66_40505000_40570000	0.01	0.00000999990000099999
chr1	5kb	5kb_7_21_40505000_40535000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_40520000_40535000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_40530000_40535000	0.01	0.000039999600004
chr1	5kb	5kb_2_1_41825000_41830000	0.01	0.000189998100019
chr1	5kb	5kb_21_210_156650000_156750000	0.01	0.00000999990000099999
chr1	5kb	5kb_9_36_156710000_156750000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_156710000_156730000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_156710000_156720000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_156715000_156720000	0.01	0.000019999800002
chr1	5kb	5kb_12_66_156650000_156705000	0.01	0.00000999990000099999
chr1	5kb	5kb_9_36_156650000_156690000	0.01	0.000019999800002
chr1	5kb	5kb_5_10_156650000_156670000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_156660000_156670000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_156665000_156670000	0.01	0.00000999990000099999
chr1	5kb	5kb_14_91_156500000_156575000	0.01	0.0000899991000089999
chr1	5kb	5kb_7_21_156545000_156575000	0.01	0.0000699993000069999
chr1	5kb	5kb_4_6_156560000_156575000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_156560000_156565000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_156625000_156645000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_156635000_156645000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_156635000_156640000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_156625000_156630000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_156065000_156075000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_156070000_156075000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_27970000_27990000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_27985000_27990000	0.01	0.00000999990000099999
chr1	5kb	5kb_6_15_27320000_27355000	0.01	0.000019999800002
chr1	5kb	5kb_2_1_27320000_27325000	0.01	0.00000999990000099999
chr1	5kb	5kb_17_136_26925000_27035000	0.01	0.00000999990000099999
chr1	5kb	5kb_10_45_26925000_27035000	0.01	0.00000999990000099999
chr1	5kb	5kb_6_15_27005000_27035000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_27020000_27035000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_27020000_27025000	0.01	0.00000999990000099999
chr1	5kb	5kb_6_15_26700000_26750000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_26730000_26750000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_26220000_26230000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_26225000_26230000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_23880000_23895000	0.01	0.000039999600004
chr1	5kb	5kb_5_10_31885000_31905000	0.01	0.000249997500025
chr1	5kb	5kb_3_3_31895000_31905000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_31895000_31900000	0.01	0.00000999990000099999
chr1	5kb	5kb_11_55_32795000_32845000	0.01	0.00000999990000099999
chr1	5kb	5kb_6_15_32795000_32820000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_32795000_32800000	0.01	0.00000999990000099999
chr1	5kb	5kb_7_21_28805000_28835000	0.01	0.0000599994000059999
chr1	5kb	5kb_2_1_28830000_28835000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_28570000_28575000	0.01	0.00000999990000099999
chr1	5kb	5kb_24_276_35640000_35765000	0.01	0.00000999990000099999
chr1	5kb	5kb_17_136_35640000_35730000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_38250000_38275000	0.01	0.000189998100019
chr1	5kb	5kb_2_1_39565000_39570000	0.01	0.00000999990000099999
chr1	5kb	5kb_8_28_39560000_39745000	0.01	0.0000899991000089999
chr1	5kb	5kb_2_1_36690000_36695000	0.01	0.000019999800002
chr1	5kb	5kb_18_153_12060000_12145000	0.01	0.000019999800002
chr1	5kb	5kb_9_36_12105000_12145000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_12105000_12125000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_12115000_12125000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_14955000_14975000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_15930000_15940000	0.01	0.000159998400016
chr1	5kb	5kb_3_3_11110000_11120000	0.01	0.00000999990000099999
chr1	5kb	5kb_23_253_8420000_8545000	0.01	0.00000999990000099999
chr1	5kb	5kb_14_91_8420000_8485000	0.01	0.00000999990000099999
chr1	5kb	5kb_7_21_8455000_8485000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_8470000_8485000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_8480000_8485000	0.01	0.00000999990000099999
chr1	5kb	5kb_11_55_8755000_8805000	0.01	0.000019999800002
chr1	5kb	5kb_5_10_8755000_8775000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_8755000_8760000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_995000_1000000	0.01	0.000029999700003
chr1	5kb	5kb_14_91_1715000_1780000	0.01	0.00000999990000099999
chr1	5kb	5kb_8_28_1715000_1750000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_1715000_1730000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_1715000_1720000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_1735000_1750000	0.01	0.00000999990000099999
chr1	5kb	5kb_13_78_21830000_21895000	0.01	0.00000999990000099999
chr1	5kb	5kb_6_15_21865000_21895000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_21885000_21895000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_21890000_21895000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_22085000_22105000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_22100000_22105000	0.01	0.00000999990000099999
chr1	5kb	5kb_6_15_113205000_113245000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_113230000_113245000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_116935000_116940000	0.01	0.000019999800002
chr1	5kb	5kb_4_6_120270000_120285000	0.01	0.000289997100029
chr1	5kb	5kb_4_6_120170000_120185000	0.01	0.0000799992000079999
chr1	5kb	5kb_4_6_157240000_157255000	0.01	0.000859991400085999
chr1	5kb	5kb_2_1_157240000_157245000	0.01	0.000149998500015
chr1	5kb	5kb_17_136_160125000_160220000	0.01	0.00000999990000099999
chr1	5kb	5kb_8_28_160175000_160220000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_160175000_160190000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_160175000_160180000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_153945000_153955000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_153950000_153955000	0.01	0.000309996900031
chr1	5kb	5kb_9_36_153545000_153595000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_153575000_153595000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_153575000_153585000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_153580000_153585000	0.01	0.0000599994000059999
chr1	5kb	5kb_19_171_151885000_151985000	0.01	0.00000999990000099999
chr1	5kb	5kb_16_120_151885000_151970000	0.01	0.00000999990000099999
chr1	5kb	5kb_11_55_151910000_151970000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_151940000_151970000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_151940000_151955000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_151945000_151955000	0.01	0.00000999990000099999
chr1	5kb	5kb_6_15_151910000_151935000	0.01	0.000029999700003
chr1	5kb	5kb_3_3_151910000_151920000	0.01	0.00000999990000099999
chr1	5kb	5kb_9_36_150905000_150945000	0.01	0.000219997800022
chr1	5kb	5kb_4_6_150930000_150945000	0.01	0.000039999600004
chr1	5kb	5kb_2_1_150940000_150945000	0.01	0.0000699993000069999
chr1	5kb	5kb_5_10_150200000_150220000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_150200000_150205000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_150225000_150230000	0.01	0.000029999700003
chr1	5kb	5kb_16_120_150315000_150395000	0.01	0.00259997400026
chr1	5kb	5kb_6_15_150315000_150345000	0.01	0.000389996100039
chr1	5kb	5kb_3_3_150335000_150345000	0.01	0.0000999990000099999
chr1	5kb	5kb_15_105_25000000_25175000	0.01	0.00000999990000099999
chr1	5kb	5kb_9_36_25000000_25175000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_25160000_25175000	0.01	0.00000999990000099999
chr1	5kb	5kb_28_378_95290000_95520000	0.01	0.001129988700113
chr1	5kb	5kb_12_66_95330000_95390000	0.01	0.00000999990000099999
chr1	5kb	5kb_7_21_95360000_95390000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_95360000_95370000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_95360000_95365000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_100825000_100865000	0.01	0.000139998600014
chr1	5kb	5kb_13_78_108080000_108140000	0.01	0.00000999990000099999
chr1	5kb	5kb_7_21_108110000_108140000	0.01	0.00000999990000099999
chr1	5kb	5kb_14_91_87745000_87855000	0.01	0.000039999600004
chr1	5kb	5kb_11_55_87745000_87795000	0.01	0.0000999990000099999
chr1	5kb	5kb_6_15_87770000_87795000	0.01	0.0000699993000069999
chr1	5kb	5kb_3_3_87785000_87795000	0.01	0.000019999800002
chr1	5kb	5kb_2_1_86070000_86075000	0.01	0.000139998600014
chr1	5kb	5kb_4_6_85775000_85790000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_85785000_85790000	0.01	0.00000999990000099999
chr1	5kb	5kb_10_45_85995000_86045000	0.01	0.00000999990000099999
chr1	5kb	5kb_6_15_86020000_86045000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_86040000_86045000	0.01	0.00000999990000099999
chr1	5kb	5kb_8_28_68135000_68170000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_70685000_70690000	0.01	0.00000999990000099999
chr1	5kb	5kb_20_190_59220000_59325000	0.01	0.00000999990000099999
chr1	5kb	5kb_10_45_59220000_59275000	0.01	0.00000999990000099999
chr1	5kb	5kb_10_45_57880000_57925000	0.01	0.0000499995000049999
chr1	5kb	5kb_5_10_57880000_57900000	0.01	0.000249997500025
chr1	5kb	5kb_6_15_56970000_56995000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_56980000_56995000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_57025000_57040000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_57035000_57040000	0.01	0.00000999990000099999
chr1	5kb	5kb_33_527_65530000_65695000	0.01	0.00000999990000099999
chr1	5kb	5kb_32_496_65530000_65695000	0.01	0.00000999990000099999
chr1	5kb	5kb_17_136_65530000_65610000	0.01	0.00000999990000099999
chr1	5kb	5kb_7_21_63755000_63785000	0.01	0.0000599994000059999
chr1	5kb	5kb_4_6_63770000_63785000	0.01	0.000039999600004
chr1	5kb	5kb_2_1_63780000_63785000	0.01	0.000019999800002
chr1	5kb	5kb_13_78_226835000_226895000	0.01	0.00000999990000099999
chr1	5kb	5kb_7_21_226835000_226865000	0.01	0.000019999800002
chr1	5kb	5kb_6_15_207500000_207525000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_207500000_207510000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_207500000_207505000	0.01	0.000029999700003
chr1	5kb	5kb_4_6_213085000_213100000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_213085000_213090000	0.01	0.00000999990000099999
chr1	5kb	5kb_10_45_212695000_212780000	0.01	0.0000599994000059999
chr1	5kb	5kb_20_190_211360000_211460000	0.01	0.000149998500015
chr1	5kb	5kb_9_36_211415000_211460000	0.01	0.000039999600004
chr1	5kb	5kb_3_3_221855000_221865000	0.01	0.000389996100039
chr1	5kb	5kb_2_1_221860000_221865000	0.01	0.000179998200018
chr1	5kb	5kb_6_15_223135000_223270000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_223195000_223200000	0.01	0.00000999990000099999
chr1	5kb	5kb_6_15_223890000_223915000	0.01	0.000039999600004
chr1	5kb	5kb_4_6_223900000_223915000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_223900000_223905000	0.01	0.00000999990000099999
chr1	5kb	5kb_12_66_218510000_218570000	0.01	0.000559994400055999
chr1	5kb	5kb_5_10_218510000_218530000	0.01	0.000179998200018
chr1	5kb	5kb_3_3_213310000_213320000	0.01	0.000769992300076999
chr1	5kb	5kb_2_1_213310000_213315000	0.01	0.000209997900021
chr1	5kb	5kb_14_91_236140000_236205000	0.01	0.0000899991000089999
chr1	5kb	5kb_6_15_236140000_236165000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_236140000_236150000	0.01	0.00000999990000099999
chr1	5kb	5kb_60_1769_244075000_244485000	0.01	0.000469995300047
chr1	5kb	5kb_51_1275_244075000_244440000	0.01	0.000569994300056999
chr1	5kb	5kb_36_630_244210000_244440000	0.01	0.0000799992000079999
chr1	5kb	5kb_21_210_244210000_244370000	0.01	0.000019999800002
chr1	5kb	5kb_11_55_244210000_244280000	0.01	0.000019999800002
chr1	5kb	5kb_4_6_244210000_244235000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_244210000_244215000	0.01	0.00000999990000099999
chr1	5kb	5kb_13_78_243595000_243655000	0.01	0.000229997700023
chr1	5kb	5kb_6_15_243630000_243655000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_243645000_243655000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_243650000_243655000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_174950000_174965000	0.01	0.00019999800002
chr1	5kb	5kb_2_1_174960000_174965000	0.01	0.000119998800012
chr1	5kb	5kb_5_10_182975000_182995000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_182990000_182995000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_183200000_183225000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_183200000_183215000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_183205000_183215000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_171490000_171495000	0.01	0.00000999990000099999
chr1	5kb	5kb_10_45_172490000_172535000	0.01	0.000029999700003
chr1	5kb	5kb_4_6_172490000_172505000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_172500000_172505000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_169450000_169515000	0.01	0.000219997800022
chr1	5kb	5kb_2_1_169450000_169455000	0.01	0.000129998700013
chr1	5kb	5kb_2_1_169090000_169095000	0.01	0.000289997100029
chr1	5kb	5kb_10_45_159890000_159975000	0.01	0.000279997200028
chr1	5kb	5kb_5_10_159890000_159975000	0.01	0.000029999700003
chr1	5kb	5kb_2_1_159890000_159895000	0.01	0.000019999800002
chr1	5kb	5kb_7_21_167180000_167215000	0.01	0.0000599994000059999
chr1	5kb	5kb_4_6_224020000_224035000	0.01	0.00019999800002
chr1	5kb	5kb_2_1_205250000_205255000	0.01	0.003059969400306
chr1	5kb	5kb_8_28_53210000_53245000	0.01	0.001739982600174
chr1	5kb	5kb_7_21_46120000_46150000	0.01	0.002609973900261
chr1	5kb	5kb_8_28_46760000_46795000	0.01	0.003139968600314
chr1	5kb	5kb_17_136_29000000_29090000	0.01	0.000259997400026
chr1	5kb	5kb_5_10_39310000_39330000	0.01	0.002059979400206
chr1	5kb	5kb_6_15_8950000_8975000	0.01	0.00249997500025
chr1	5kb	5kb_3_3_22345000_22370000	0.01	0.001849981500185
chr1	5kb	5kb_2_1_151960000_151965000	0.01	0.001559984400156
chr1	5kb	5kb_9_36_24000000_24040000	0.01	0.0000499995000049999
chr1	5kb	5kb_4_6_101360000_101375000	0.01	0.00000999990000099999
chr1	5kb	5kb_8_28_87160000_87195000	0.01	0.000029999700003
chr1	5kb	5kb_8_28_82260000_82295000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_78435000_78445000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_207490000_207495000	0.01	0.0000799992000079999
chr1	5kb	5kb_2_1_209600000_209605000	0.01	0.002629973700263
chr1	5kb	5kb_7_21_240305000_240335000	0.01	0.002279977200228
chr1	5kb	5kb_5_10_185010000_185030000	0.01	0.000239997600024
chr1	5kb	5kb_19_171_179850000_180005000	0.01	0.000019999800002
chr2	500kb	500kb_62_1891_201000000_231500000	0.01	0.00000999990000099999
chr2	500kb	500kb_113_6328_25000000_241500000	0.01	0.00000999990000099999
chr2	100kb	100kb_79_3081_0_24900000	0.01	0.00000999990000099999
chr2	100kb	100kb_76_2850_209300000_216800000	0.01	0.00000999990000099999
chr2	100kb	100kb_125_7750_48800000_61200000	0.01	0.000179998200018
chr2	100kb	100kb_36_630_25000000_28700000	0.01	0.0000599994000059999
chr2	100kb	100kb_105_5460_37000000_62100000	0.01	0.00000999990000099999
chr2	100kb	100kb_64_2016_132400000_140700000	0.01	0.000419995800042
chr2	50kb	50kb_19_171_188450000_189350000	0.01	0.0000799992000079999
chr2	50kb	50kb_6_15_187350000_187600000	0.01	0.00000999990000099999
chr2	50kb	50kb_7_21_171050000_171750000	0.01	0.00000999990000099999
chr2	50kb	50kb_2_1_170400000_170450000	0.01	0.000039999600004
chr2	50kb	50kb_7_21_20100000_20400000	0.01	0.00000999990000099999
chr2	50kb	50kb_18_153_16950000_17800000	0.01	0.00000999990000099999
chr2	50kb	50kb_9_36_16050000_16450000	0.01	0.00000999990000099999
chr2	50kb	50kb_5_10_16050000_16250000	0.01	0.00000999990000099999
chr2	50kb	50kb_3_3_16050000_16150000	0.01	0.00000999990000099999
chr2	50kb	50kb_15_105_8950000_9650000	0.01	0.00000999990000099999
chr2	50kb	50kb_4_6_232200000_233050000	0.01	0.00000999990000099999
chr2	50kb	50kb_3_3_232200000_232400000	0.01	0.00000999990000099999
chr2	50kb	50kb_4_6_232350000_232550000	0.01	0.00000999990000099999
chr2	50kb	50kb_14_91_216200000_216850000	0.01	0.00000999990000099999
chr2	50kb	50kb_14_91_224850000_225500000	0.01	0.00000999990000099999
chr2	50kb	50kb_14_91_224150000_224800000	0.01	0.000019999800002
chr2	50kb	50kb_27_351_54150000_55850000	0.01	0.00000999990000099999
