chr	res	node	FDR	emp.pval
chr1	50kb	50kb_3_3_153750000_153950000	0.01	0.00000999990000099999
chr1	50kb	50kb_3_3_155850000_155950000	0.01	0.000029999700003
chr1	50kb	50kb_8_28_150550000_150900000	0.01	0.00000999990000099999
chr1	50kb	50kb_3_3_150200000_150300000	0.01	0.00000999990000099999
chr1	50kb	50kb_4_6_151850000_152000000	0.01	0.00000999990000099999
chr1	50kb	50kb_5_10_221900000_222100000	0.01	0.00000999990000099999
chr1	50kb	50kb_9_36_224700000_225100000	0.01	0.000029999700003
chr1	50kb	50kb_5_10_208200000_208400000	0.01	0.000639993600063999
chr1	50kb	50kb_3_3_234600000_234700000	0.01	0.00000999990000099999
chr1	50kb	50kb_2_1_235100000_235150000	0.01	0.00000999990000099999
chr1	50kb	50kb_4_6_214550000_214700000	0.01	0.000389996100039
chr1	50kb	50kb_8_28_218500000_218850000	0.01	0.00000999990000099999
chr1	50kb	50kb_10_45_197950000_198400000	0.01	0.00000999990000099999
chr1	50kb	50kb_7_21_198100000_198400000	0.01	0.00000999990000099999
chr1	50kb	50kb_4_6_212600000_212750000	0.01	0.00000999990000099999
chr1	50kb	50kb_4_6_78400000_78550000	0.01	0.00000999990000099999
chr1	50kb	50kb_11_55_86000000_86500000	0.01	0.0000699993000069999
chr1	50kb	50kb_4_6_86000000_86150000	0.01	0.00000999990000099999
chr1	50kb	50kb_8_28_68050000_68450000	0.01	0.00000999990000099999
chr1	50kb	50kb_3_3_68050000_68150000	0.01	0.00000999990000099999
chr1	50kb	50kb_5_10_68250000_68450000	0.01	0.000169998300017
chr1	50kb	50kb_2_1_85700000_85750000	0.01	0.000599994000059999
chr1	50kb	50kb_5_10_94100000_94300000	0.01	0.00000999990000099999
chr1	50kb	50kb_2_1_94900000_94950000	0.01	0.0000699993000069999
chr1	50kb	50kb_8_28_101350000_101700000	0.01	0.000039999600004
chr1	50kb	50kb_3_3_20800000_20900000	0.01	0.00000999990000099999
chr1	50kb	50kb_7_21_26850000_27150000	0.01	0.000389996100039
chr1	50kb	50kb_3_3_27200000_27300000	0.01	0.000929990700092999
chr1	50kb	50kb_4_6_26200000_26350000	0.01	0.000739992600073999
chr1	50kb	50kb_8_28_8000000_8350000	0.01	0.00000999990000099999
chr1	50kb	50kb_3_3_8800000_8900000	0.01	0.00000999990000099999
chr1	50kb	50kb_3_3_43400000_43500000	0.01	0.000339996600034
chr1	50kb	50kb_4_6_40350000_40500000	0.01	0.00000999990000099999
chr1	50kb	50kb_7_21_39550000_39850000	0.01	0.00000999990000099999
chr1	50kb	50kb_5_10_113000000_113200000	0.01	0.000039999600004
chr1	50kb	50kb_3_3_12000000_12100000	0.01	0.00000999990000099999
chr1	50kb	50kb_5_10_35650000_35850000	0.01	0.00000999990000099999
chr1	50kb	50kb_7_21_36550000_36850000	0.01	0.0000799992000079999
chr1	50kb	50kb_3_3_16400000_16500000	0.01	0.000119998800012
chr1	10kb	10kb_17_136_160070000_160230000	0.01	0.0000799992000079999
chr1	10kb	10kb_9_36_160150000_160230000	0.01	0.00000999990000099999
chr1	10kb	10kb_5_10_156550000_156590000	0.01	0.00019999800002
chr1	10kb	10kb_6_15_156050000_156100000	0.01	0.00000999990000099999
chr1	10kb	10kb_4_6_156070000_156100000	0.01	0.00000999990000099999
chr1	10kb	10kb_4_6_156720000_156750000	0.01	0.000169998300017
chr1	10kb	10kb_26_325_182900000_183150000	0.01	0.00000999990000099999
chr1	10kb	10kb_17_136_182990000_183150000	0.01	0.00000999990000099999
chr1	10kb	10kb_7_21_183090000_183150000	0.01	0.00000999990000099999
chr1	10kb	10kb_10_45_182990000_183080000	0.01	0.00000999990000099999
chr1	10kb	10kb_3_3_179840000_179870000	0.01	0.00000999990000099999
chr1	10kb	10kb_9_36_182050000_182390000	0.01	0.001169988300117
chr1	10kb	10kb_5_10_182350000_182390000	0.01	0.000629993700062999
chr1	10kb	10kb_8_28_181050000_181120000	0.01	0.00000999990000099999
chr1	10kb	10kb_4_6_172880000_172910000	0.01	0.00139998600014
chr1	10kb	10kb_15_105_203260000_203590000	0.01	0.00000999990000099999
chr1	10kb	10kb_13_78_203470000_203590000	0.01	0.00000999990000099999
chr1	10kb	10kb_5_10_203250000_203310000	0.01	0.000239997600024
chr1	10kb	10kb_5_10_201400000_201730000	0.01	0.000029999700003
chr1	10kb	10kb_4_6_201400000_201470000	0.01	0.0000699993000069999
chr1	10kb	10kb_9_36_209790000_209870000	0.01	0.00000999990000099999
chr1	10kb	10kb_13_78_209430000_209600000	0.01	0.00000999990000099999
chr1	10kb	10kb_6_15_209500000_209600000	0.01	0.00000999990000099999
chr1	10kb	10kb_19_171_207300000_207490000	0.01	0.000039999600004
chr1	10kb	10kb_12_66_207380000_207490000	0.01	0.00000999990000099999
chr1	10kb	10kb_5_10_153500000_153540000	0.01	0.00000999990000099999
chr1	10kb	10kb_4_6_153550000_153580000	0.01	0.00000999990000099999
chr1	10kb	10kb_6_15_155900000_155950000	0.01	0.000019999800002
chr1	10kb	10kb_4_6_150550000_150590000	0.01	0.00000999990000099999
chr1	10kb	10kb_10_45_151900000_151990000	0.01	0.00000999990000099999
chr1	10kb	10kb_7_21_151900000_151960000	0.01	0.00000999990000099999
chr1	10kb	10kb_9_36_221920000_222000000	0.01	0.0000899991000089999
chr1	10kb	10kb_5_10_222150000_222190000	0.01	0.000319996800032
chr1	10kb	10kb_3_3_222150000_222170000	0.01	0.000019999800002
chr1	10kb	10kb_2_1_222150000_222160000	0.01	0.00000999990000099999
chr1	10kb	10kb_6_15_224700000_224750000	0.01	0.00000999990000099999
chr1	10kb	10kb_6_15_235140000_235190000	0.01	0.000029999700003
chr1	10kb	10kb_3_3_235140000_235160000	0.01	0.00000999990000099999
chr1	10kb	10kb_13_78_229450000_229570000	0.01	0.000319996800032
chr1	10kb	10kb_6_15_229450000_229500000	0.01	0.000269997300027
chr1	10kb	10kb_5_10_214600000_214640000	0.01	0.000899991000089999
chr1	10kb	10kb_5_10_218500000_218540000	0.01	0.00000999990000099999
chr1	10kb	10kb_6_15_218590000_218640000	0.01	0.000119998800012
chr1	10kb	10kb_15_105_212650000_212790000	0.01	0.00000999990000099999
chr1	10kb	10kb_8_28_212660000_212730000	0.01	0.000029999700003
chr1	10kb	10kb_7_21_212650000_212790000	0.01	0.0000899991000089999
chr1	10kb	10kb_4_6_212650000_212790000	0.01	0.000289997100029
chr1	10kb	10kb_9_36_65580000_65670000	0.01	0.002139978600214
chr1	10kb	10kb_6_15_65610000_65670000	0.01	0.001189988100119
chr1	10kb	10kb_7_21_68250000_68310000	0.01	0.00000999990000099999
chr1	10kb	10kb_5_10_68250000_68290000	0.01	0.00000999990000099999
chr1	10kb	10kb_12_66_48430000_48540000	0.01	0.001569984300157
chr1	10kb	10kb_7_21_48460000_48520000	0.01	0.001429985700143
chr1	10kb	10kb_8_28_94140000_94210000	0.01	0.00000999990000099999
chr1	10kb	10kb_11_55_101590000_101700000	0.01	0.000029999700003
chr1	10kb	10kb_7_21_101640000_101700000	0.01	0.000039999600004
chr1	10kb	10kb_3_3_98400000_98420000	0.01	0.000409995900041
chr1	10kb	10kb_12_66_116920000_117030000	0.01	0.000109998900011
chr1	10kb	10kb_5_10_116920000_116960000	0.01	0.00000999990000099999
chr1	10kb	10kb_14_91_57000000_57140000	0.01	0.004549954500455
chr1	10kb	10kb_4_6_57000000_57040000	0.01	0.0000799992000079999
chr1	10kb	10kb_8_28_95000000_95080000	0.01	0.000189998100019
chr1	10kb	10kb_12_66_95300000_95520000	0.01	0.000639993600063999
chr1	10kb	10kb_7_21_22060000_22130000	0.01	0.000379996200038
chr1	10kb	10kb_5_10_22200000_22240000	0.01	0.00000999990000099999
chr1	10kb	10kb_8_28_27120000_27190000	0.01	0.000039999600004
chr1	10kb	10kb_6_15_27290000_27340000	0.01	0.000839991600083999
chr1	10kb	10kb_3_3_27320000_27340000	0.01	0.0000799992000079999
chr1	10kb	10kb_13_78_26570000_26690000	0.01	0.000039999600004
chr1	10kb	10kb_4_6_26200000_26330000	0.01	0.00000999990000099999
chr1	10kb	10kb_3_3_26200000_26220000	0.01	0.00000999990000099999
chr1	10kb	10kb_4_6_27810000_27840000	0.01	0.000409995900041
chr1	10kb	10kb_10_45_31900000_31990000	0.01	0.001019989800102
chr1	10kb	10kb_10_45_31280000_31370000	0.01	0.000379996200038
chr1	10kb	10kb_7_21_31200000_31260000	0.01	0.00000999990000099999
chr1	10kb	10kb_7_21_8090000_8150000	0.01	0.000189998100019
chr1	10kb	10kb_4_6_8120000_8150000	0.01	0.0000899991000089999
chr1	10kb	10kb_7_21_8880000_8940000	0.01	0.00000999990000099999
chr1	10kb	10kb_3_3_8920000_8940000	0.01	0.00000999990000099999
chr1	10kb	10kb_8_28_54300000_54430000	0.01	0.0000599994000059999
chr1	10kb	10kb_6_15_43340000_43390000	0.01	0.000019999800002
chr1	10kb	10kb_3_3_43370000_43390000	0.01	0.00000999990000099999
chr1	10kb	10kb_13_78_43660000_43890000	0.01	0.0000899991000089999
chr1	10kb	10kb_8_28_44200000_44390000	0.01	0.001059989400106
chr1	10kb	10kb_4_6_44360000_44390000	0.01	0.0000599994000059999
chr1	10kb	10kb_6_15_39660000_39710000	0.01	0.000319996800032
chr1	10kb	10kb_10_45_39560000_39650000	0.01	0.000029999700003
chr1	10kb	10kb_3_3_113210000_113240000	0.01	0.00000999990000099999
chr1	10kb	10kb_5_10_6340000_6380000	0.01	0.000659993400065999
chr1	10kb	10kb_3_3_6340000_6360000	0.01	0.000779992200077999
chr1	10kb	10kb_4_6_12000000_12030000	0.01	0.00000999990000099999
chr1	10kb	10kb_13_78_12570000_12690000	0.01	0.00000999990000099999
chr1	10kb	10kb_8_28_33400000_33470000	0.01	0.00000999990000099999
chr1	10kb	10kb_12_66_35650000_35760000	0.01	0.00000999990000099999
chr1	10kb	10kb_6_15_35650000_35760000	0.01	0.00000999990000099999
chr1	10kb	10kb_2_1_16080000_16090000	0.01	0.000439995600044
chr1	10kb	10kb_7_21_19650000_19980000	0.01	0.000179998200018
chr1	5kb	5kb_2_1_160175000_160180000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_160320000_160325000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_161700000_161705000	0.01	0.000179998200018
chr1	5kb	5kb_7_21_156550000_156580000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_156550000_156565000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_156560000_156565000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_156070000_156080000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_156075000_156080000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_156185000_156195000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_156690000_156715000	0.01	0.000039999600004
chr1	5kb	5kb_6_15_183205000_183230000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_183205000_183215000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_183210000_183215000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_183180000_183200000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_183190000_183200000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_183190000_183195000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_183120000_183155000	0.01	0.00019999800002
chr1	5kb	5kb_3_3_183120000_183130000	0.01	0.000019999800002
chr1	5kb	5kb_12_66_182990000_183045000	0.01	0.00000999990000099999
chr1	5kb	5kb_7_21_182990000_183020000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_182990000_183000000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_182110000_182125000	0.01	0.000109998900011
chr1	5kb	5kb_2_1_182110000_182115000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_182350000_182365000	0.01	0.000019999800002
chr1	5kb	5kb_2_1_182350000_182355000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_181095000_181105000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_181060000_181070000	0.01	0.000029999700003
chr1	5kb	5kb_5_10_171500000_171520000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_171505000_171515000	0.01	0.0000999990000099999
chr1	5kb	5kb_2_1_171505000_171510000	0.01	0.000259997400026
chr1	5kb	5kb_7_21_172715000_172745000	0.01	0.0000799992000079999
chr1	5kb	5kb_3_3_172715000_172725000	0.01	0.000019999800002
chr1	5kb	5kb_2_1_172720000_172725000	0.01	0.00019999800002
chr1	5kb	5kb_15_105_169010000_169095000	0.01	0.001579984200158
chr1	5kb	5kb_7_21_169055000_169095000	0.01	0.000389996100039
chr1	5kb	5kb_2_1_169090000_169095000	0.01	0.00039999600004
chr1	5kb	5kb_3_3_171485000_171495000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_171490000_171495000	0.01	0.00000999990000099999
chr1	5kb	5kb_13_78_203470000_203595000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_203470000_203595000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_203250000_203275000	0.01	0.000409995900041
chr1	5kb	5kb_2_1_203270000_203275000	0.01	0.000289997100029
chr1	5kb	5kb_6_15_201400000_201435000	0.01	0.000219997800022
chr1	5kb	5kb_4_6_201420000_201435000	0.01	0.000129998700013
chr1	5kb	5kb_2_1_201430000_201435000	0.01	0.000349996500035
chr1	5kb	5kb_3_3_201355000_201365000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_207500000_207520000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_207500000_207505000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_209970000_209975000	0.01	0.000159998400016
chr1	5kb	5kb_8_28_209825000_209860000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_209840000_209860000	0.01	0.0000799992000079999
chr1	5kb	5kb_3_3_209840000_209850000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_209825000_209835000	0.01	0.00000999990000099999
chr1	5kb	5kb_7_21_209790000_209820000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_209790000_209805000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_209790000_209795000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_209800000_209805000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_209575000_209595000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_209585000_209595000	0.01	0.000109998900011
chr1	5kb	5kb_2_1_209585000_209590000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_209600000_209605000	0.01	0.00000999990000099999
chr1	5kb	5kb_7_21_207030000_207085000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_153530000_153535000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_153565000_153585000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_153580000_153585000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_153785000_153795000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_153790000_153795000	0.01	0.000029999700003
chr1	5kb	5kb_2_1_154935000_154940000	0.01	0.0000699993000069999
chr1	5kb	5kb_3_3_155945000_155955000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_155945000_155950000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_155095000_155105000	0.01	0.001359986400136
chr1	5kb	5kb_2_1_155100000_155105000	0.01	0.000609993900060999
chr1	5kb	5kb_8_28_151280000_151315000	0.01	0.000449995500045
chr1	5kb	5kb_4_6_151300000_151315000	0.01	0.000459995400046
chr1	5kb	5kb_2_1_151310000_151315000	0.01	0.000289997100029
chr1	5kb	5kb_3_3_150570000_150580000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_150575000_150580000	0.01	0.00000999990000099999
chr1	5kb	5kb_9_36_151900000_151940000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_151900000_151915000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_151910000_151915000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_151945000_151965000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_151955000_151965000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_151960000_151965000	0.01	0.00000999990000099999
chr1	5kb	5kb_8_28_221970000_222005000	0.01	0.001339986600134
chr1	5kb	5kb_5_10_221985000_222005000	0.01	0.000259997400026
chr1	5kb	5kb_3_3_221995000_222005000	0.01	0.000029999700003
chr1	5kb	5kb_6_15_223900000_223925000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_223900000_223910000	0.01	0.00000999990000099999
chr1	5kb	5kb_10_45_204255000_204310000	0.01	0.000019999800002
chr1	5kb	5kb_6_15_204255000_204290000	0.01	0.00000999990000099999
chr1	5kb	5kb_10_45_208280000_208325000	0.01	0.0000899991000089999
chr1	5kb	5kb_5_10_208305000_208325000	0.01	0.00000999990000099999
chr1	5kb	5kb_12_66_234630000_234745000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_234630000_234745000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_234735000_234745000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_234735000_234740000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_235115000_235135000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_235115000_235125000	0.01	0.000019999800002
chr1	5kb	5kb_2_1_235115000_235120000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_235140000_235150000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_235145000_235150000	0.01	0.00000999990000099999
chr1	5kb	5kb_6_15_229450000_229475000	0.01	0.0000899991000089999
chr1	5kb	5kb_3_3_229465000_229475000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_229470000_229475000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_241700000_241715000	0.01	0.002379976200238
chr1	5kb	5kb_2_1_241710000_241715000	0.01	0.000439995600044
chr1	5kb	5kb_5_10_214800000_214820000	0.01	0.00019999800002
chr1	5kb	5kb_3_3_214810000_214820000	0.01	0.0000799992000079999
chr1	5kb	5kb_2_1_214810000_214815000	0.01	0.000209997900021
chr1	5kb	5kb_4_6_214600000_214615000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_214610000_214615000	0.01	0.00000999990000099999
chr1	5kb	5kb_8_28_212660000_212735000	0.01	0.000489995100048999
chr1	5kb	5kb_4_6_212660000_212735000	0.01	0.000179998200018
chr1	5kb	5kb_6_15_78440000_78465000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_78440000_78450000	0.01	0.00000999990000099999
chr1	5kb	5kb_6_15_86020000_86045000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_86040000_86045000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_68180000_68195000	0.01	0.000149998500015
chr1	5kb	5kb_2_1_68180000_68185000	0.01	0.000019999800002
chr1	5kb	5kb_6_15_68150000_68175000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_68150000_68160000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_85780000_85785000	0.01	0.000179998200018
chr1	5kb	5kb_2_1_85810000_85815000	0.01	0.000389996100039
chr1	5kb	5kb_3_3_94155000_94165000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_94155000_94160000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_94975000_94995000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_94985000_94995000	0.01	0.00000999990000099999
chr1	5kb	5kb_6_15_101680000_101705000	0.01	0.000029999700003
chr1	5kb	5kb_2_1_101700000_101705000	0.01	0.000019999800002
chr1	5kb	5kb_3_3_98400000_98410000	0.01	0.000039999600004
chr1	5kb	5kb_2_1_98405000_98410000	0.01	0.000209997900021
chr1	5kb	5kb_3_3_116935000_116945000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_116935000_116940000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_117950000_117960000	0.01	0.001079989200108
chr1	5kb	5kb_2_1_117955000_117960000	0.01	0.000249997500025
chr1	5kb	5kb_3_3_67390000_67400000	0.01	0.0000599994000059999
chr1	5kb	5kb_2_1_67395000_67400000	0.01	0.000139998600014
chr1	5kb	5kb_9_36_95000000_95085000	0.01	0.0000799992000079999
chr1	5kb	5kb_5_10_95000000_95085000	0.01	0.000109998900011
chr1	5kb	5kb_3_3_95000000_95085000	0.01	0.000109998900011
chr1	5kb	5kb_23_253_95300000_95525000	0.01	0.00049999500005
chr1	5kb	5kb_13_78_95320000_95385000	0.01	0.000029999700003
chr1	5kb	5kb_6_15_95360000_95385000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_95360000_95370000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_22085000_22105000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_22095000_22105000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_22200000_22215000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_22205000_22215000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_21400000_21405000	0.01	0.000349996500035
chr1	5kb	5kb_11_55_27020000_27070000	0.01	0.000249997500025
chr1	5kb	5kb_6_15_27020000_27045000	0.01	0.0000499995000049999
chr1	5kb	5kb_2_1_27020000_27025000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_27185000_27190000	0.01	0.000019999800002
chr1	5kb	5kb_4_6_27320000_27335000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_27320000_27325000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_26605000_26620000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_26605000_26610000	0.01	0.00000999990000099999
chr1	5kb	5kb_8_28_26230000_26265000	0.01	0.000169998300017
chr1	5kb	5kb_3_3_27985000_27995000	0.01	0.00049999500005
chr1	5kb	5kb_2_1_27985000_27990000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_27735000_27750000	0.01	0.000369996300037
chr1	5kb	5kb_4_6_28820000_28835000	0.01	0.000489995100048999
chr1	5kb	5kb_2_1_28830000_28835000	0.01	0.000019999800002
chr1	5kb	5kb_10_45_32130000_32175000	0.01	0.000039999600004
chr1	5kb	5kb_3_3_32165000_32175000	0.01	0.00000999990000099999
chr1	5kb	5kb_10_45_31330000_31375000	0.01	0.000289997100029
chr1	5kb	5kb_5_10_31330000_31350000	0.01	0.000109998900011
chr1	5kb	5kb_3_3_31340000_31350000	0.01	0.0000799992000079999
chr1	5kb	5kb_5_10_31225000_31245000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_31225000_31230000	0.01	0.00000999990000099999
chr1	5kb	5kb_5_10_8245000_8265000	0.01	0.000219997800022
chr1	5kb	5kb_3_3_8255000_8265000	0.01	0.000669993300066999
chr1	5kb	5kb_3_3_8920000_8930000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_8925000_8930000	0.01	0.000269997300027
chr1	5kb	5kb_6_15_54410000_54435000	0.01	0.000579994200057999
chr1	5kb	5kb_3_3_54410000_54420000	0.01	0.000219997800022
chr1	5kb	5kb_2_1_54410000_54415000	0.01	0.000179998200018
chr1	5kb	5kb_3_3_43385000_43395000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_43385000_43390000	0.01	0.000029999700003
chr1	5kb	5kb_2_1_43400000_43405000	0.01	0.00000999990000099999
chr1	5kb	5kb_24_276_43660000_43895000	0.01	0.0000599994000059999
chr1	5kb	5kb_18_153_43700000_43895000	0.01	0.0000599994000059999
chr1	5kb	5kb_10_45_43700000_43855000	0.01	0.00000999990000099999
chr1	5kb	5kb_8_28_43820000_43855000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_43820000_43830000	0.01	0.00000999990000099999
chr1	5kb	5kb_4_6_40500000_40515000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_40500000_40505000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_39590000_39595000	0.01	0.000019999800002
chr1	5kb	5kb_4_6_113230000_113245000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_113240000_113245000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_114565000_114575000	0.01	0.000679993200067999
chr1	5kb	5kb_21_210_6845000_6945000	0.01	0.001149988500115
chr1	5kb	5kb_10_45_6845000_6890000	0.01	0.000229997700023
chr1	5kb	5kb_3_3_6660000_6670000	0.01	0.000179998200018
chr1	5kb	5kb_3_3_6445000_6455000	0.01	0.000209997900021
chr1	5kb	5kb_2_1_6445000_6450000	0.01	0.000159998400016
chr1	5kb	5kb_5_10_12000000_12020000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_12010000_12020000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_12010000_12015000	0.01	0.00000999990000099999
chr1	5kb	5kb_3_3_12670000_12680000	0.01	0.00000999990000099999
chr1	5kb	5kb_2_1_12670000_12675000	0.01	0.00000999990000099999
