name	p_value
50kb_3_3_37850000_37950000	0.0005999400059994001
50kb_4_6_38000000_38150000	0.00029997000299970003
50kb_4_6_38200000_38350000	9.999000099990002e-05
50kb_6_15_38800000_39050000	9.999000099990002e-05
50kb_8_28_38400000_38750000	0.025597440255974404
50kb_17_136_39900000_40700000	0.45985401459854014
50kb_11_55_40750000_41250000	0.15358464153584642
50kb_9_36_39100000_39500000	0.0004999500049995
50kb_7_21_39550000_39850000	0.44785521447855214
50kb_7_21_41300000_41600000	0.10028997100289971
50kb_8_28_41650000_42000000	0.0030996900309969004
50kb_9_36_42350000_42750000	0.7566243375662434
50kb_6_15_42050000_42300000	0.5453454654534546
50kb_2_1_43550000_43800000	0.816018398160184
50kb_10_45_43050000_43500000	0.38346165383461656
50kb_3_3_42900000_43000000	9.999000099990002e-05
50kb_2_1_42800000_42850000	0.7016298370162983
50kb_14_91_44350000_45000000	0.670932906709329
50kb_7_21_45050000_45350000	0.9914008599140086
50kb_7_21_43850000_44150000	1.0
50kb_7_21_43600000_44300000	0.952004799520048
50kb_3_3_46250000_46350000	0.8978102189781022
50kb_6_15_45950000_46200000	0.050594940505949405
50kb_4_6_45400000_45550000	0.982001799820018
50kb_7_21_45600000_45900000	9.999000099990002e-05
10kb_12_66_46400000_46510000	9.999000099990002e-05
10kb_23_253_46520000_46740000	0.9938006199380062
50kb_3_3_46750000_46850000	0.9892010798920108
50kb_2_1_46900000_46950000	0.0023997600239976003
50kb_1_0_17200000_17200000	0.8514148585141486
10kb_14_91_17800000_17940000	0.9478052194780522
50kb_1_0_17650000_17650000	0.793920607939206
50kb_2_1_17700000_17750000	0.9918008199180082
10kb_10_45_17550000_17640000	0.7015298470152985
10kb_5_10_17950000_17990000	0.9478052194780522
10kb_9_36_47110000_47190000	0.06999300069993
10kb_11_55_47000000_47100000	0.9818018198180182
50kb_7_21_47200000_47500000	0.9561043895610439
50kb_5_10_47550000_47750000	0.9436056394360564
50kb_12_66_47800000_48350000	1.0
50kb_10_45_48400000_48850000	1.0
50kb_11_55_48900000_49400000	1.0
50kb_11_55_49450000_49950000	0.9901009899010099
50kb_3_3_50200000_50300000	0.055394460553944605
50kb_5_10_50350000_50550000	0.9241075892410759
50kb_2_1_50000000_50050000	0.7721227877212279
10kb_15_105_50800000_50940000	0.8521147885211479
10kb_5_10_50950000_50990000	0.032396760323967606
50kb_2_1_50700000_50750000	9.999000099990002e-05
50kb_2_1_50600000_50650000	0.5288471152884712
50kb_7_21_34950000_35250000	0.9764023597640236
50kb_6_15_35300000_35550000	0.9869013098690131
50kb_5_10_34550000_34750000	0.9092090790920908
50kb_5_10_34050000_34250000	0.9313068693130687
50kb_5_10_34300000_34500000	0.9834016598340166
50kb_1_0_35700000_35700000	9.999000099990002e-05
50kb_2_1_35600000_35650000	0.8877112288771123
10kb_10_45_35750000_35990000	0.17148285171482852
10kb_15_105_35830000_35970000	0.40585941405859416
50kb_4_6_33200000_33350000	9.999000099990002e-05
50kb_4_6_33000000_33150000	0.2588741125887411
50kb_3_3_23650000_23750000	0.9239076092390761
50kb_4_6_23800000_23950000	0.9999000099990001
50kb_3_3_23350000_23450000	0.43215678432156784
50kb_3_3_23500000_23600000	0.9283071692830717
50kb_5_10_22850000_23050000	1.0
50kb_1_0_22650000_22650000	0.8952104789521048
50kb_2_1_22550000_22600000	0.926907309269073
50kb_2_1_22350000_22400000	0.9903009699030098
10kb_2_1_22330000_22340000	0.21287871212878712
10kb_9_36_22000000_22080000	0.907009299070093
10kb_22_231_22090000_22300000	0.3531646835316468
10kb_13_78_26750000_26870000	0.6295370462953704
10kb_12_66_26880000_26990000	0.7789221077892211
50kb_5_10_25700000_26700000	0.9989001099890011
50kb_6_15_25850000_26100000	0.8671132886711329
50kb_3_3_26300000_26400000	0.975002499750025
50kb_2_1_26200000_26250000	0.7785221477852214
50kb_3_3_26550000_26650000	0.9863013698630136
50kb_3_3_25450000_25550000	0.27217278272172785
50kb_2_1_25350000_25400000	0.8017198280171983
50kb_1_0_25300000_25300000	0.27377262273772623
50kb_1_0_25000000_25000000	0.9315068493150684
50kb_2_1_27100000_27150000	0.3110688931106889
50kb_2_1_27000000_27050000	0.7925207479252074
50kb_6_15_27450000_27700000	0.45755424457554245
50kb_5_10_27200000_27400000	0.9903009699030098
50kb_2_1_28050000_28100000	0.09669033096690331
50kb_2_1_28150000_28200000	0.056894310568943104
10kb_27_351_27780000_28040000	0.2545745425457454
50kb_3_3_28850000_28950000	0.871012898710129
50kb_4_6_28650000_28800000	0.8922107789221078
10kb_11_55_28450000_28550000	0.8321167883211679
10kb_14_91_28260000_28390000	0.688031196880312
10kb_7_21_19650000_19710000	0.7824217578242175
10kb_18_153_19720000_19890000	0.34536546345365465
10kb_5_10_19900000_19940000	0.29687031296870314
10kb_5_10_19950000_19990000	0.0007999200079992001
50kb_4_6_19150000_19300000	0.5155484451554845
50kb_3_3_19000000_19100000	0.9939006099390061
10kb_19_171_19460000_19640000	0.5847415258474152
10kb_11_55_19350000_19450000	0.06409359064093591
50kb_16_120_30000000_30750000	0.00029997000299970003
50kb_14_91_30800000_31450000	0.5605439456054394
50kb_13_78_29000000_29600000	0.053394660533946606
50kb_7_21_29650000_29950000	0.6306369363063694
50kb_10_45_32350000_32800000	0.45765423457654236
50kb_3_3_32850000_32950000	0.5987401259874012
50kb_10_45_31850000_32300000	0.5616438356164384
50kb_7_21_31500000_31800000	0.280971902809719
50kb_2_1_24000000_24050000	0.9735026497350265
50kb_2_1_24100000_24150000	0.41475852414758524
50kb_3_3_24650000_24750000	0.5628437156284372
50kb_4_6_24800000_24950000	0.9913008699130087
50kb_4_6_24300000_24450000	0.587041295870413
50kb_3_3_24500000_24600000	0.6536346365363463
10kb_15_105_37000000_37140000	0.9713028697130287
10kb_10_45_37150000_37240000	0.9832016798320168
10kb_13_78_37410000_37540000	0.7406259374062594
10kb_17_136_37250000_37420000	0.9538046195380462
10kb_15_105_37550000_37690000	0.00019998000199980003
10kb_15_105_37700000_37840000	0.9999000099990001
10kb_7_21_37930000_37990000	9.999000099990002e-05
10kb_8_28_37850000_37920000	0.8846115388461154
10kb_12_66_38080000_38190000	0.19708029197080293
10kb_8_28_38000000_38070000	9.999000099990002e-05
10kb_14_91_38200000_38330000	9.999000099990002e-05
10kb_6_15_38340000_38390000	0.9663033696630337
10kb_17_136_38800000_38960000	9.999000099990002e-05
10kb_13_78_38970000_39090000	0.016298370162983702
50kb_5_10_38400000_38600000	0.6013398660133986
50kb_3_3_38650000_38750000	0.00029997000299970003
50kb_6_15_40450000_40700000	0.07169283071692831
50kb_11_55_39900000_40400000	0.846015398460154
50kb_6_15_40750000_41000000	0.007699230076992301
50kb_5_10_41050000_41250000	0.8565143485651435
50kb_4_6_39100000_39250000	0.00019998000199980003
50kb_5_10_39300000_39500000	0.11858814118588142
50kb_4_6_39550000_39700000	0.008999100089991
50kb_3_3_39750000_39850000	0.9948005199480052
50kb_4_6_41300000_41450000	0.0231976802319768
50kb_3_3_41500000_41600000	0.6284371562843716
50kb_5_10_41650000_41850000	0.007699230076992301
50kb_3_3_41900000_42000000	0.09219078092190781
50kb_5_10_42550000_42750000	0.37916208379162086
50kb_4_6_42350000_42500000	0.8694130586941305
10kb_29_405_42060000_42340000	0.5308469153084692
50kb_4_6_43050000_43200000	0.595040495950405
50kb_6_15_43250000_43500000	0.3304669533046695
50kb_1_0_42900000_42900000	0.6617338266173383
50kb_2_1_42950000_43000000	9.999000099990002e-05
10kb_4_6_42800000_42830000	0.4811518848115188
10kb_6_15_42840000_42890000	0.5936406359364064
50kb_6_15_44700000_44950000	0.08489151084891511
50kb_8_28_44350000_45000000	0.9534046595340466
50kb_3_3_45050000_45150000	0.9925007499250075
50kb_4_6_45200000_45350000	0.821917808219178
50kb_3_3_43850000_43950000	0.9942005799420058
50kb_4_6_44000000_44150000	0.9975002499750025
50kb_3_3_44200000_44300000	0.9713028697130287
50kb_4_6_43600000_43750000	0.678932106789321
10kb_12_66_46250000_46360000	0.974002599740026
10kb_3_3_46370000_46390000	0.48935106489351066
10kb_17_136_46080000_46240000	0.7562243775622438
10kb_13_78_45950000_46070000	0.011998800119988001
50kb_2_1_45400000_45450000	0.9751024897510249
50kb_2_1_45500000_45550000	0.9331066893310669
10kb_30_435_45650000_45940000	9.999000099990002e-05
10kb_5_10_45600000_45640000	0.0352964703529647
5kb_15_105_46400000_46515000	9.999000099990002e-05
5kb_9_36_46405000_46445000	0.007999200079992
10kb_15_105_46540000_46680000	0.9774022597740226
10kb_8_28_46520000_46740000	0.9371062893710629
10kb_7_21_46830000_46890000	0.6534346565343465
10kb_5_10_46900000_46940000	0.004999500049995001
10kb_5_10_46950000_46990000	0.1927807219278072
10kb_8_28_17800000_17880000	0.8839116088391161
10kb_3_3_17650000_17670000	0.255974402559744
10kb_4_6_17550000_17580000	0.12568743125687432
10kb_6_15_17590000_17640000	0.9191080891910809
10kb_3_3_17950000_17970000	0.9258074192580742
10kb_4_6_47110000_47140000	0.513948605139486
10kb_5_10_47150000_47190000	0.053594640535946404
10kb_5_10_47060000_47100000	0.8353164683531646
50kb_3_3_47400000_47500000	0.3437656234376562
50kb_3_3_47550000_47650000	0.8072192780721927
50kb_6_15_48100000_48350000	0.9907009299070093
50kb_6_15_47800000_48050000	0.9998000199980002
50kb_5_10_48650000_48850000	0.9981001899810019
50kb_5_10_48900000_49100000	0.9989001099890011
50kb_5_10_49450000_49650000	0.9037096290370963
50kb_6_15_49700000_49950000	0.9899010098990101
10kb_3_3_50320000_50340000	0.0221977802219778
10kb_12_66_50200000_50310000	0.15748425157484253
50kb_2_1_50500000_50550000	1.0
50kb_3_3_50350000_50450000	0.1304869513048695
10kb_7_21_50880000_50940000	0.5624437556244376
10kb_8_28_50800000_50870000	0.9869013098690131
5kb_4_6_50980000_50995000	0.5669433056694331
5kb_6_15_50950000_50975000	0.016998300169983
10kb_8_28_50700000_50770000	9.999000099990002e-05
10kb_2_1_50780000_50790000	0.36206379362063795
10kb_4_6_50660000_50690000	0.8911108889111089
10kb_6_15_50600000_50650000	0.16948305169483052
50kb_3_3_35150000_35250000	0.9119088091190881
50kb_4_6_34950000_35100000	0.9563043695630437
50kb_3_3_35300000_35400000	0.9081091890810918
50kb_3_3_35450000_35550000	0.984001599840016
50kb_3_3_34650000_34750000	0.6834316568343166
50kb_3_3_34050000_34150000	0.9364063593640636
50kb_2_1_34200000_34250000	0.7453254674532547
50kb_2_1_34300000_34350000	0.882011798820118
5kb_5_10_35700000_35720000	0.35336466353364665
5kb_5_10_35725000_35745000	9.999000099990002e-05
10kb_5_10_35650000_35690000	0.8063193680631937
10kb_4_6_35810000_35990000	0.22707729227077292
10kb_6_15_35750000_35800000	0.30346965303469653
10kb_8_28_35830000_35900000	0.1381861813818618
10kb_7_21_35910000_35970000	0.7407259274072593
10kb_10_45_33200000_33390000	9.999000099990002e-05
50kb_2_1_33050000_33100000	0.39436056394360564
50kb_2_1_33000000_33150000	0.3233676632336766
50kb_2_1_23650000_23700000	0.8709129087091291
50kb_2_1_23900000_23950000	0.9949005099490051
10kb_9_36_23350000_23440000	0.22897710228977103
10kb_6_15_23430000_23490000	0.7284271572842715
10kb_10_45_23520000_23610000	0.8924107589241076
10kb_5_10_23500000_23640000	0.8552144785521448
50kb_3_3_22850000_22950000	1.0
10kb_2_1_22650000_22660000	0.8122187781221878
10kb_4_6_22410000_22440000	0.41885811418858115
5kb_2_1_22330000_22335000	0.14128587141285873
10kb_4_6_22000000_22030000	0.5882411758824118
10kb_8_28_22230000_22300000	0.7106289371062894
10kb_14_91_22090000_22220000	0.21077892210778923
10kb_9_36_26790000_26870000	0.5497450254974503
10kb_4_6_26750000_26780000	0.8095190480951905
10kb_5_10_26880000_26920000	0.9398060193980602
10kb_7_21_26930000_26990000	0.43785621437856215
50kb_3_3_25700000_25800000	0.9355064493550644
50kb_3_3_25950000_26050000	0.21627837216278373
50kb_3_3_25850000_26100000	0.9911008899110089
10kb_14_91_26300000_26440000	0.9718028197180282
10kb_6_15_26240000_26290000	0.6009399060093991
10kb_14_91_26550000_26690000	0.9854014598540146
10kb_10_45_25500000_25590000	0.07789221077892211
5kb_5_10_25325000_25345000	0.05679432056794321
10kb_28_377_27450000_27740000	0.22127787221277873
10kb_12_66_27200000_27330000	0.8557144285571443
10kb_5_10_28100000_28140000	0.026597340265973404
10kb_18_153_27780000_27950000	0.0670932906709329
10kb_14_91_28860000_28990000	0.8519148085191481
10kb_19_171_28650000_28840000	0.8796120387961204
10kb_6_15_28500000_28550000	0.6524347565243476
10kb_9_36_28310000_28390000	0.8413158684131586
10kb_5_10_28260000_28300000	0.2826717328267173
10kb_2_1_19700000_19710000	0.6646335366463354
10kb_8_28_19720000_19890000	0.16498350164983502
10kb_10_45_19770000_19860000	0.615038496150385
10kb_3_3_19900000_19920000	0.15478452154784522
10kb_2_1_19930000_19940000	0.7330266973302669
10kb_2_1_19980000_19990000	0.24447555244475552
10kb_3_3_19950000_19970000	0.0008999100089991
10kb_12_66_19150000_19260000	0.4467553244675532
10kb_8_28_19270000_19340000	0.7154284571542846
10kb_14_91_19000000_19140000	0.9921007899210079
10kb_10_45_19480000_19570000	0.928007199280072
10kb_9_36_19460000_19640000	0.21397860213978603
10kb_4_6_19420000_19450000	0.6990300969903009
10kb_7_21_19350000_19410000	0.0026997300269973002
50kb_10_45_30000000_30450000	0.8034196580341966
50kb_6_15_30500000_30750000	9.999000099990002e-05
50kb_7_21_30800000_31100000	0.48465153484651535
50kb_7_21_31150000_31450000	0.6214378562143785
50kb_4_6_29000000_29150000	0.0007999200079992001
50kb_9_36_29200000_29600000	0.8381161883811619
50kb_3_3_29650000_29750000	0.4914508549145086
50kb_4_6_29800000_29950000	0.7159284071592841
50kb_3_3_32350000_32450000	9.999000099990002e-05
50kb_7_21_32500000_32800000	1.0
10kb_9_36_32910000_32990000	0.6766323367663234
10kb_6_15_32850000_32900000	0.561943805619438
50kb_4_6_31850000_32000000	0.060493950604939506
50kb_6_15_32050000_32300000	0.9448055194480552
50kb_4_6_31500000_31650000	0.07929207079292071
50kb_3_3_31700000_31800000	0.8962103789621038
10kb_5_10_24050000_24090000	0.559044095590441
10kb_4_6_24100000_24190000	0.22127787221277873
10kb_6_15_24130000_24180000	0.7894210578942106
50kb_2_1_24700000_24750000	0.7672232776722328
50kb_1_0_24650000_24650000	0.4203579642035796
10kb_13_78_24800000_24920000	1.0
10kb_7_21_24930000_24990000	0.26417358264173585
50kb_2_1_24300000_24350000	0.6136386361363864
50kb_2_1_24400000_24450000	0.5481451854814519
10kb_7_21_24580000_24640000	0.9942005799420058
10kb_8_28_24500000_24570000	0.09309069093090691
10kb_9_36_37060000_37140000	0.9366063393660634
10kb_3_3_37150000_37170000	0.944905509449055
10kb_7_21_37180000_37240000	0.9607039296070393
10kb_8_28_37470000_37540000	0.9941005899410059
10kb_5_10_37410000_37460000	0.21247875212478753
10kb_5_10_37370000_37420000	0.30646935306469353
10kb_12_66_37250000_37360000	0.999000099990001
10kb_8_28_37620000_37690000	9.999000099990002e-05
10kb_7_21_37550000_37610000	0.8699130086991301
10kb_9_36_37730000_37810000	1.0
10kb_6_15_37700000_37840000	0.0341965803419658
5kb_8_28_37930000_37965000	9.999000099990002e-05
5kb_6_15_37970000_37995000	0.7728227177282272
10kb_4_6_37850000_37880000	0.9722027797220278
10kb_4_6_37890000_37920000	0.6057394260573943
10kb_6_15_38080000_38130000	0.766023397660234
10kb_6_15_38140000_38190000	0.051894810518948106
5kb_7_21_38000000_38030000	0.270972902709729
5kb_9_36_38035000_38075000	9.999000099990002e-05
10kb_7_21_38200000_38260000	9.999000099990002e-05
10kb_7_21_38270000_38330000	9.999000099990002e-05
10kb_3_3_38370000_38390000	0.9857014298570143
10kb_3_3_38340000_38360000	0.7546245375462454
10kb_8_28_38800000_38870000	0.8624137586241376
10kb_9_36_38880000_38960000	9.999000099990002e-05
10kb_6_15_39040000_39090000	0.0004999500049995
10kb_16_120_38490000_38640000	0.5472452754724527
10kb_9_36_38400000_38480000	0.668933106689331
50kb_1_0_38750000_38750000	0.674032596740326
50kb_2_1_38650000_38700000	9.999000099990002e-05
10kb_12_66_40450000_40560000	0.22317768223177684
10kb_18_153_40570000_40740000	0.11528847115288471
50kb_5_10_40050000_40250000	0.9952004799520048
50kb_6_15_39900000_40400000	0.45135486451354867
10kb_7_21_40750000_40810000	0.9968003199680032
10kb_23_253_40820000_41040000	9.999000099990002e-05
10kb_12_66_41180000_41290000	0.732026797320268
10kb_13_78_41050000_41170000	0.8733126687331267
50kb_2_1_39200000_39250000	0.0025997400259974
50kb_2_1_39100000_39150000	0.0143985601439856
10kb_15_105_39400000_39540000	0.0888911108889111
10kb_10_45_39300000_39390000	0.573042695730427
10kb_16_120_39550000_39700000	0.005499450054994501
10kb_4_6_39710000_39740000	0.31726827317268275
10kb_9_36_39810000_39890000	0.9811018898110189
10kb_6_15_39750000_39800000	0.9556044395560443
10kb_6_15_41300000_41490000	0.39786021397860216
10kb_14_91_41350000_41480000	0.0105989401059894
10kb_14_91_41500000_41640000	0.6058394160583942
10kb_12_66_41780000_41890000	0.0225977402259774
10kb_13_78_41650000_41770000	0.08549145085491451
10kb_7_21_41900000_41960000	0.3688631136886311
10kb_8_28_41970000_42040000	0.09149085091490851
10kb_12_66_42680000_42790000	0.9426057394260574
10kb_13_78_42550000_42670000	0.0766923307669233
50kb_2_1_42350000_42400000	0.9556044395560443
50kb_2_1_42450000_42500000	0.6624337566243376
10kb_1_0_42150000_42150000	0.7186281371862814
10kb_28_378_42060000_42340000	0.5089491050894911
10kb_7_21_43180000_43240000	0.69003099690031
10kb_13_78_43050000_43170000	0.5532446755324467
10kb_22_231_43250000_43460000	0.22107789221077892
10kb_8_28_43470000_43540000	0.6098390160983902
10kb_3_3_42920000_42940000	0.43815618438156184
10kb_2_1_42900000_42910000	0.7778222177782221
5kb_3_3_42825000_42835000	0.35666433356664334
10kb_3_3_42840000_42860000	0.08439156084391561
10kb_16_120_44700000_44850000	0.06679332066793321
10kb_14_91_44860000_44990000	0.3250674932506749
50kb_4_6_44350000_45000000	0.6431356864313569
50kb_4_6_44500000_44650000	0.9906009399060094
10kb_14_91_45060000_45190000	0.9922007799220078
10kb_19_171_45200000_45380000	0.8065193480651934
10kb_14_91_43850000_43990000	0.9933006699330067
10kb_8_28_44120000_44190000	0.958004199580042
10kb_8_28_44270000_44340000	0.928007199280072
10kb_7_21_44200000_44260000	0.9263073692630737
50kb_2_1_43700000_43750000	0.7194280571942806
50kb_2_1_43600000_43650000	0.6131386861313869
10kb_6_15_46310000_46360000	0.9332066793320668
5kb_2_1_46370000_46375000	0.3718628137186281
10kb_10_45_46150000_46240000	0.9498050194980502
10kb_7_21_46080000_46140000	0.277972202779722
10kb_5_10_45950000_45990000	0.015198480151984802
10kb_8_28_46000000_46070000	0.18138186181381863
10kb_6_15_45400000_45450000	0.9537046295370463
10kb_6_15_45500000_45550000	0.1685831416858314
10kb_11_55_45840000_45940000	9.999000099990002e-05
10kb_19_171_45650000_45830000	0.877012298770123
5kb_6_15_45620000_45645000	0.017598240175982403
5kb_4_6_45600000_45615000	0.30256974302569745
5kb_8_28_46450000_46485000	9.999000099990002e-05
5kb_7_21_46400000_46515000	0.9075092490750925
5kb_4_6_46430000_46445000	0.013298670132986702
5kb_5_10_46405000_46425000	0.24727527247275272
10kb_6_15_46630000_46680000	0.9275072492750724
10kb_9_36_46540000_46620000	0.9457054294570543
10kb_5_10_46520000_46710000	0.7972202779722027
10kb_3_3_46720000_46740000	0.941005899410059
5kb_6_15_46830000_46855000	0.37676232376762325
10kb_2_1_46930000_46940000	0.025097490250974904
10kb_3_3_46900000_46920000	0.0776922307769223
10kb_3_3_46970000_46990000	0.0836916308369163
10kb_4_6_17850000_17880000	0.41805819418058193
5kb_3_3_17665000_17675000	0.5525447455254474
5kb_3_3_17650000_17660000	0.2515748425157484
5kb_4_6_17570000_17585000	0.40545945405459455
5kb_4_6_17550000_17565000	0.15978402159784022
10kb_2_1_17630000_17640000	0.14478552144785523
5kb_4_6_17950000_17965000	0.7341265873412659
