chromosome	name	p_value
chr1	10kb_10_45_70650000_70740000	9.999000099990002e-05
chr1	5kb_3_3_78270000_78350000	0.0213978602139786
chr1	5kb_3_3_78435000_78445000	9.999000099990002e-05
chr1	5kb_5_10_78400000_78430000	9.999000099990002e-05
chr1	10kb_3_3_78460000_78520000	0.0322967703229677
chr1	50kb_3_3_72600000_72700000	9.999000099990002e-05
chr1	10kb_108_5767_59160000_60340000	0.0414958504149585
chr1	10kb_115_6552_56050000_57240000	0.0161983801619838
chr1	10kb_17_136_65530000_65690000	9.999000099990002e-05
chr1	10kb_11_55_63140000_63240000	0.0052994700529947
chr1	10kb_21_210_61520000_61740000	0.0030996900309969
chr1	10kb_8_28_51680000_51750000	0.002999700029997
chr1	5kb_3_3_226835000_226845000	0.015998400159984
chr1	5kb_4_6_226850000_226865000	0.0017998200179982
chr1	5kb_3_3_226885000_226895000	0.0035996400359964
chr1	50kb_3_3_210050000_210150000	0.0297970202979702
chr1	10kb_17_136_207400000_207560000	9.999000099990002e-05
chr1	10kb_2_1_212170000_212480000	0.0017998200179982
chr1	10kb_3_3_211980000_212450000	0.0036996300369963
chr1	10kb_17_136_211300000_211460000	0.0034996500349965
chr1	50kb_12_66_221650000_222200000	0.0137986201379862
chr1	10kb_30_435_223000000_223290000	0.0073992600739926
chr1	10kb_11_55_223890000_223990000	0.0008999100089991
chr1	5kb_14_91_236140000_236205000	9.999000099990002e-05
chr1	10kb_90_4005_243550000_244480000	9.999000099990002e-05
chr1	50kb_2_1_243350000_243400000	0.0107989201079892
chr1	10kb_2_1_237760000_237800000	0.0001999800019998
chr1	10kb_14_91_240200000_240330000	0.0304969503049695
chr1	10kb_5_10_185250000_185640000	0.0146985301469853
chr1	10kb_9_36_184970000_185050000	0.0034996500349965
chr1	10kb_9_36_184710000_185130000	0.0154984501549845
chr1	10kb_11_55_184000000_184180000	0.0250974902509749
chr1	10kb_68_2278_192420000_193140000	0.0053994600539946
chr1	10kb_29_406_198080000_198370000	0.0027997200279972
chr1	5kb_1_0_200375000_200375000	0.021997800219978
chr1	5kb_3_3_173785000_173795000	9.999000099990002e-05
chr1	5kb_31_465_174950000_175105000	0.0440955904409559
chr1	5kb_46_1032_174715000_174945000	0.0190980901909809
chr1	50kb_8_28_180450000_180800000	0.028997100289971
chr1	50kb_8_28_183200000_183550000	9.999000099990002e-05
chr1	10kb_13_78_171450000_171570000	9.999000099990002e-05
chr1	5kb_2_1_171710000_171715000	0.0005999400059994
chr1	10kb_12_66_173380000_173490000	0.0041995800419958
chr1	5kb_10_45_172490000_172535000	9.999000099990002e-05
chr1	10kb_18_153_167500000_167670000	0.0017998200179982
chr1	10kb_10_45_247000000_247100000	0.0152984701529847
chr1	10kb_8_28_247470000_247540000	0.0297970202979702
chr1	10kb_11_55_246320000_246420000	0.0017998200179982
chr1	10kb_25_300_244750000_244990000	0.021997800219978
chr1	10kb_13_78_244500000_244740000	0.0267973202679732
chr1	5kb_45_990_245000000_245220000	9.999000099990002e-05
chr1	10kb_25_300_225650000_226190000	0.0207979202079792
chr1	10kb_30_435_225670000_225960000	0.0062993700629937
chr1	10kb_67_2211_224650000_225340000	0.0083991600839916
chr1	5kb_54_1429_229400000_229685000	9.999000099990002e-05
chr1	5kb_6_15_229620000_229695000	0.0335966403359664
chr1	10kb_73_2626_227910000_228740000	0.0338966103389661
chr1	10kb_42_861_235250000_235660000	0.0063993600639936
chr1	10kb_7_21_234550000_234610000	0.0090990900909909
chr1	10kb_13_78_234620000_234740000	9.999000099990002e-05
chr1	5kb_5_10_205260000_205280000	9.999000099990002e-05
chr1	5kb_13_78_204265000_204325000	0.0033996600339966
chr1	5kb_14_91_204405000_204470000	0.0153984601539846
chr1	5kb_3_3_204370000_204380000	0.0013998600139986
chr1	5kb_4_6_204385000_204400000	0.0424957504249575
chr1	5kb_15_105_205620000_205690000	0.0091990800919908
chr1	5kb_8_28_205460000_205495000	0.0296970302969703
chr1	10kb_10_45_205360000_205450000	0.0228977102289771
chr1	5kb_5_10_206880000_206900000	9.999000099990002e-05
chr1	5kb_4_6_206860000_206875000	9.999000099990002e-05
chr1	5kb_16_120_206780000_206855000	0.0001999800019998
chr1	5kb_2_1_202310000_202315000	0.0098990100989901
chr1	5kb_6_15_201600000_201645000	0.0452954704529547
chr1	10kb_40_780_201450000_201940000	0.0005999400059994
chr1	10kb_1_0_201830000_201830000	0.0112988701129887
chr1	5kb_5_10_161190000_161275000	0.0001999800019998
chr1	5kb_2_1_161100000_161105000	0.0424957504249575
chr1	10kb_46_1035_62500000_62990000	0.0002999700029997
chr1	10kb_32_496_40500000_40810000	9.999000099990002e-05
chr1	10kb_23_253_41700000_41920000	0.0203979602039796
chr1	10kb_73_2628_45250000_46030000	0.0001999800019998
chr1	10kb_63_1953_44550000_45220000	0.0013998600139986
chr1	5kb_21_210_156650000_156750000	9.999000099990002e-05
chr1	5kb_14_91_156500000_156575000	9.999000099990002e-05
chr1	5kb_14_91_156580000_156645000	9.999000099990002e-05
chr1	10kb_61_1830_155850000_156470000	9.999000099990002e-05
chr1	5kb_4_6_156420000_156445000	0.0234976502349765
chr1	10kb_2_1_155370000_155440000	0.005999400059994
chr1	10kb_14_91_155160000_155290000	0.0003999600039996
chr1	50kb_12_66_27450000_28000000	0.0010998900109989
chr1	10kb_9_36_27320000_27440000	0.0003999600039996
chr1	10kb_66_2142_26700000_27410000	0.0002999700029997
chr1	50kb_11_55_26150000_26650000	0.0001999800019998
chr1	10kb_63_1951_31500000_32190000	0.0016998300169983
chr1	50kb_7_21_32650000_32950000	0.0005999400059994
chr1	50kb_10_45_29000000_29450000	0.0006999300069993
chr1	50kb_10_45_28500000_28950000	0.0007999200079992
chr1	10kb_1_0_33420000_33420000	0.0001999800019998
chr1	10kb_22_231_33130000_33340000	0.0001999800019998
chr1	10kb_50_1225_36000000_36540000	0.0003999600039996
chr1	10kb_38_703_35620000_35990000	0.0013998600139986
chr1	10kb_98_4752_38250000_39440000	0.013998600139986
chr1	10kb_59_1711_39450000_40040000	0.0025997400259974
chr1	5kb_45_990_36550000_36770000	0.0001999800019998
chr1	5kb_11_55_36895000_36945000	0.0105989401059894
chr1	5kb_23_253_36780000_36890000	0.0227977202279772
chr1	50kb_9_36_12350000_12750000	9.999000099990002e-05
